campaign_id,platform,campaign_name,impressions,clicks,ctr,cpc,spend,sessions,date
CMP01154,Instagram,Instagram_Natal_700,188884,2663.0,0.0141,1.42,615.38,2062.0,2025-09-17
CMP01155,Instagram,Instagram_Performance_877,65189,958.0,0.0147,1.64,1986.0,675.0,26/08/2025
CMP01156,instagram,Instagram_Branding_647,59993,629.0,0.0105,2.04,701.04,501.0,2025-07-23
CMP01157,Instagram Ads,Instagram_Branding_223,75578,929.0,0.0123,1.02,973.21,609.0,2025-06-03
CMP01158,Instagram,Instagram_Awareness_587,102051,1857.0,0.0182,0.84,738.12,1395.0,09/11/2025
CMP01159,Instagram,Instagram_Black_Friday_689,260737,4250.0,0.0163,2.19,1801.66,3403.0,2025-06-26
CMP01160,Instagram,Instagram_Black_Friday_276,222436,2558.0,0.0115,1.81,2162.37,1911.0,2025-11-18
CMP01161,Instagram,Instagram_Conversão_843,91811,1009.0,0.011,1.39,1540.24,694.0,2025-07-05
CMP01162,Instagram,Instagram_Remarketing_483,220029,3410.0,0.0155,1.73,1875.56,2308.0,2025-09-05
CMP01163,Instagram,Instagram_Verão_563,81296,991.0,0.0122,0.93,461.46,682.0,2025-07-13
CMP01164,Instagram,Instagram_Awareness_300,151381,1756.0,0.0116,1.96,1117.9,1235.0,2025-11-03
CMP01165,Instagram,Instagram_Performance_504,70237,1467.0,0.0209,0.89,354.89,1137.0,2025-10-15
CMP01166,Instagram Ads,Instagram_Conversão_347,181302,4006.0,0.0221,1.9,718.94,2638.0,2025-11-03
CMP01167,Instagram,Instagram_Black_Friday_815,183892,2022.0,1.10%,0.97,1084.06,1606.0,2025-07-23
CMP01168,Instagram,Instagram_Awareness_883,183321,1869.0,1.02%,1.84,1148.75,,2025-08-26
CMP01169,Instagram,Instagram_Black_Friday_592,47955,493.0,0.0103,0.95,1697.29,373.0,2025-06-21
CMP01170,Instagram,Instagram_Branding_788,246429,4558.0,0.0185,2.15,300.39,3078.0,2025-08-30
CMP01171,instagram,Instagram_Conversão_254,62292,1071.0,0.0172,0.92,1552.88,794.0,2025-08-13
CMP01172,INSTAGRAM,Instagram_Natal_351,162912,1563.0,0.0096,1.35,301.19,1175.0,2025-06-01
CMP01173,Instagram Ads,Instagram_Black_Friday_429,79310,1197.0,0.0151,1.54,709.81,808.0,2025-08-08
CMP01174,Instagram,Instagram_Branding_716,231260,2220.0,0.0096,1.77,1468.78,1463.0,24/07/2025
CMP01175,Instagram,Instagram_Awareness_374,203682,4216.0,0.0207,2.13,1919.5,3117.0,2025-07-03
CMP01176,INSTAGRAM,Instagram_Remarketing_660,273361,4729.0,0.0173,1.49,259.69,3576.0,2025-08-06
CMP01177,Instagram,Instagram_Remarketing_813,240239,2834.0,0.0118,1.67,1029.43,1958.0,2025-11-20
CMP01178,INSTAGRAM,Instagram_Remarketing_477,214844,4296.0,0.02,1.31,559.26,2969.0,2025-09-16
CMP01179,instagram,Instagram_Remarketing_463,106020,1081.0,0.0102,2.01,1852.97,756.0,2025-11-09
CMP01180,Instagram,Instagram_Awareness_784,246742,3059.0,0.0124,1.71,912.86,2343.0,2025-08-15
CMP01181,INSTAGRAM,Instagram_Conversão_477,190918,4467.0,0.0234,1.5,2036.74,2920.0,2025-07-28
CMP01182,Instagram,Instagram_Awareness_396,230184,5432.0,0.0236,1.4,1871.92,3587.0,2025-11-24
CMP01183,Instagram,Instagram_Conversão_504,94771,2227.0,0.0235,1.94,628.94,1646.0,2025-10-29
CMP01184,Instagram,Instagram_Black_Friday_707,159208,2690.0,0.0169,1.78,1785.38,1997.0,2025-11-03
CMP01185,Instagram Ads,Instagram_Performance_876,99170,952.0,0.0096,1.31,317.78,631.0,2025-06-22
CMP01186,Instagram,Instagram_Awareness_930,244187,4224.0,0.0173,2.0,1989.06,,2025-07-18
CMP01187,INSTAGRAM,Instagram_Performance_370,196551,3321.0,0.0169,0.72,1592.37,2347.0,2025-11-11
CMP01188,Instagram,Instagram_Awareness_178,40805,905.0,0.0222,1.72,1013.93,682.0,2025-08-28
CMP01189,Instagram,Instagram_Remarketing_874,115192,1221.0,0.0106,1.14,701.13,903.0,2025-08-27
CMP01190,Instagram,Instagram_Conversão_361,197801,3283.0,0.0166,0.81,1130.02,2321.0,2025-09-16
CMP01191,Instagram,Instagram_Performance_504,146757,3390.0,0.0231,0.76,965.33,2215.0,2025-08-26
CMP01192,Instagram,Instagram_Black_Friday_469,235649,2568.0,0.0109,1.87,285.04,1687.0,20/07/2025
CMP01193,Instagram,Instagram_Natal_448,80368,1551.0,0.0193,0.81,2083.6,1064.0,2025-07-15
CMP01194,Instagram Ads,Instagram_Black_Friday_637,167241,3077.0,0.0184,1.43,1737.95,2336.0,2025-07-07
CMP01195,Instagram,Instagram_Performance_983,185366,1686.0,0.0091,1.49,1122.49,1151.0,2025/08/16
CMP01196,instagram,Instagram_Awareness_720,101275,1893.0,0.0187,1.62,492.07,1263.0,2025-09-03
CMP01197,Instagram Ads,Instagram_Remarketing_512,115851,1540.0,0.0133,0.97,280.76,1261.0,2025-08-05
CMP01198,Instagram Ads,Instagram_Performance_191,190133,4011.0,0.0211,2.0,1530.7,3173.0,2025-11-12
CMP01199,Instagram,Instagram_Black_Friday_279,189097,2401.0,0.0127,1.2,450.74,1569.0,2025-10-07
CMP01200,instagram,Instagram_Awareness_671,244610,2715.0,0.0111,2.15,1038.21,2023.0,2025-06-15
CMP01201,Instagram Ads,Instagram_Black_Friday_433,48000,892.0,0.0186,0.96,671.02,664.0,2025-07-29
CMP01202,Instagram,Instagram_Verão_517,76312,1442.0,0.0189,1.54,284.12,1138.0,2025-08-12
CMP01203,Instagram Ads,Instagram_Remarketing_544,129480,1217.0,0.0094,1.91,1778.95,875.0,2025-08-31
CMP01204,Instagram,Instagram_Remarketing_884,205243,2072.0,0.0101,1.94,279.12,1516.0,2025-09-18
CMP01205,Instagram,Instagram_Natal_741,106042,2290.0,0.0216,1.87,1027.41,1546.0,2025-10-29
CMP01206,Instagram,Instagram_Awareness_219,40256,366.0,0.91%,1.98,1096.78,262.0,2025-09-08
CMP01207,instagram,Instagram_Awareness_726,253467,4613.0,1.82%,1.94,1855.48,3018.0,2025-06-17
CMP01208,instagram,Instagram_Branding_742,54240,856.0,0.0158,1.86,1932.65,632.0,28/10/2025
CMP01209,Instagram,Instagram_Branding_881,169831,2649.0,0.0156,1.6,1011.94,1748.0,2025-09-23
CMP01210,Instagram,Instagram_Remarketing_678,64135,1295.0,0.0202,1.44,1469.51,946.0,2025-09-07
CMP01211,Instagram,Instagram_Conversão_235,177358,3387.0,0.0191,1.09,2142.08,2315.0,2025-09-25
CMP01212,INSTAGRAM,Instagram_Conversão_180,145201,,,1.52,404.34,1003.0,2025-07-13
CMP01213,Instagram Ads,Instagram_Verão_485,102383,2190.0,0.0214,2.17,869.62,1597.0,2025-10-18
CMP01214,Instagram,Instagram_Branding_401,109362,1957.0,0.0179,1.79,578.95,1464.0,2025-06-13
CMP01215,Instagram,Instagram_Remarketing_574,101999,1611.0,0.0158,1.72,1872.4,1156.0,2025-10-15
CMP01216,Instagram,Instagram_Conversão_743,258617,2948.0,0.0114,0.84,1208.57,2327.0,2025-10-16
CMP01217,Instagram,Instagram_Black_Friday_997,232557,4976.0,0.0214,1.88,1589.22,3604.0,2025-09-18
CMP01218,Instagram Ads,Instagram_Branding_512,128728,1596.0,0.0124,1.83,2121.55,1043.0,2025-11-27
CMP01219,Instagram,Instagram_Awareness_485,170145,2126.0,0.0125,1.31,1770.78,1434.0,2025-06-04
CMP01220,Instagram,Instagram_Verão_652,125954,2405.0,0.0191,0.83,1017.05,1920.0,2025-09-02
CMP01221,Instagram,Instagram_Branding_567,59100,992.0,0.0168,1.86,589.72,810.0,2025-07-06
CMP01222,Instagram,Instagram_Remarketing_138,101661,1565.0,0.0154,1.61,813.17,1162.0,2025-06-05
CMP01223,Instagram,Instagram_Remarketing_405,260663,4457.0,0.0171,2.16,1416.53,3420.0,2025-10-08
CMP01224,INSTAGRAM,Instagram_Performance_193,209678,2159.0,0.0103,1.22,1470.83,1589.0,2025-06-10
CMP01225,Instagram,Instagram_Branding_898,91377,1562.0,0.0171,2.16,614.18,1263.0,2025-09-24
CMP01226,Instagram Ads,Instagram_Performance_835,200021,3400.0,0.017,1.28,542.34,2570.0,2025-09-20
CMP01227,INSTAGRAM,Instagram_Remarketing_798,236546,2270.0,0.0096,1.66,870.6,1677.0,11/09/2025
CMP01228,INSTAGRAM,Instagram_Performance_682,274544,6039.0,0.022,1.83,1010.8,4672.0,2025-08-24
CMP01229,instagram,Instagram_Branding_300,235683,3323.0,0.0141,1.26,739.85,2687.0,2025-09-09
CMP01230,Instagram,Instagram_Conversão_448,74890,1445.0,0.0193,1.81,1901.15,1133.0,2025-07-27
CMP01231,instagram,Instagram_Remarketing_689,239622,3378.0,0.0141,2.18,1192.44,2720.0,2025-08-27
CMP01232,Instagram,Instagram_Branding_478,199367,4126.0,0.0207,1.26,685.93,3377.0,2025-10-08
CMP01233,Instagram,Instagram_Natal_329,262854,4573.0,0.0174,0.72,874.86,,2025-11-22
CMP01234,Instagram,Instagram_Awareness_303,256092,4532.0,0.0177,2.09,470.73,3316.0,02/10/2025
CMP01235,Instagram,Instagram_Verão_307,259824,3767.0,0.0145,1.29,422.0,2636.0,2025-06-28
CMP01236,Instagram,Instagram_Awareness_116,164742,3278.0,0.0199,2.13,439.89,2575.0,2025-09-23
CMP01237,instagram,Instagram_Branding_730,68601,912.0,0.0133,1.85,419.92,713.0,2025-07-16
CMP01238,Instagram,Instagram_Verão_511,198615,3972.0,0.02,0.9,1182.13,2765.0,2025-07-04
CMP01239,instagram,Instagram_Performance_386,152237,2314.0,0.0152,2.13,1934.87,1733.0,2025-09-15
CMP01240,Instagram,Instagram_Verão_906,234196,5245.0,0.0224,1.12,1482.74,4062.0,2025-09-17
CMP01241,Instagram,Instagram_Awareness_140,278678,3009.0,0.0108,0.82,1601.7,2459.0,2025-06-07
CMP01242,Instagram,Instagram_Verão_170,100840,1018.0,0.0101,1.05,1503.17,804.0,2025-06-30
CMP01243,Instagram Ads,Instagram_Branding_495,151590,2622.0,0.0173,0.97,445.72,1839.0,2025-10-12
CMP01244,INSTAGRAM,Instagram_Branding_253,98218,1502.0,0.0153,2.05,1788.21,1159.0,2025-08-14
CMP01245,INSTAGRAM,Instagram_Conversão_854,136687,1817.0,0.0133,2.12,385.71,1248.0,2025-07-15
CMP01246,Instagram,Instagram_Black_Friday_525,209121,1903.0,0.0091,1.16,430.58,1358.0,03/06/2025
CMP01247,Instagram,Instagram_Verão_591,83269,1707.0,0.0205,1.31,1627.03,1302.0,2025-07-16
CMP01248,Instagram,Instagram_Performance_491,75564,1110.0,0.0147,1.99,2087.17,782.0,2025-11-06
CMP01249,INSTAGRAM,Instagram_Black_Friday_303,87619,1734.0,0.0198,2.14,1508.57,1178.0,2025-09-26
CMP01250,Instagram Ads,Instagram_Black_Friday_858,88797,2077.0,0.0234,2.09,885.35,1410.0,2025-10-26
CMP01251,Instagram,Instagram_Verão_768,263836,4696.0,0.0178,1.66,710.73,3492.0,2025-07-31
CMP01252,instagram,Instagram_Performance_324,123939,2144.0,1.73%,1.16,1064.86,1571.0,2025-11-13
CMP01253,Instagram,Instagram_Performance_718,266868,3415.0,0.0128,1.92,1761.12,2574.0,2025-06-30
CMP01254,instagram,Instagram_Conversão_319,58319,664.0,0.0114,1.2,1550.11,498.0,2025-10-13
CMP01255,Instagram,Instagram_Verão_506,279856,4701.0,0.0168,0.9,304.75,3595.0,26/06/2025
CMP01256,Instagram Ads,Instagram_Performance_457,51656,671.0,0.013,1.53,1432.83,543.0,2025-09-28
CMP01257,Instagram,Instagram_Awareness_384,133680,1577.0,0.0118,1.66,1018.97,1041.0,2025-06-11
CMP01258,Instagram,Instagram_Conversão_123,248207,4368.0,0.0176,0.86,379.5,3459.0,2025-07-12
CMP01259,INSTAGRAM,Instagram_Black_Friday_158,0,3357.0,0.0142,0.74,840.44,2454.0,2025-11-15
CMP01260,Instagram,Instagram_Remarketing_849,95159,1836.0,0.0193,1.45,1436.96,1229.0,2025-09-10
CMP01261,Instagram,Instagram_Conversão_215,160676,2442.0,1.52%,1.83,522.29,1635.0,2025-11-20
CMP01262,Instagram,Instagram_Black_Friday_737,48366,759.0,0.0157,1.78,1540.35,612.0,2025-09-21
CMP01263,Instagram Ads,Instagram_Conversão_253,94631,1608.0,0.017,1.69,1137.92,1284.0,2025-08-17
CMP01264,INSTAGRAM,Instagram_Verão_237,219055,3263.0,0.0149,1.49,2047.76,2597.0,2025-10-26
CMP01265,INSTAGRAM,Instagram_Awareness_924,223664,4853.0,0.0217,2.19,932.45,3468.0,2025-06-17
CMP01266,Instagram,Instagram_Natal_295,192950,3164.0,0.0164,0.73,439.48,2577.0,2025-07-01
CMP01267,Instagram,Instagram_Remarketing_593,74166,904.0,0.0122,0.74,2085.95,724.0,2025-07-10
CMP01268,instagram,Instagram_Branding_982,169723,2240.0,0.0132,0.95,1457.88,1624.0,2025-06-22
CMP01269,INSTAGRAM,Instagram_Awareness_327,276223,2927.0,1.06%,1.18,2108.18,1981.0,23/11/2025
CMP01270,instagram,Instagram_Verão_533,135207,3055.0,0.0226,1.31,1217.95,2460.0,2025-11-11
CMP01271,Instagram,Instagram_Remarketing_956,0,1916.0,1.46%,1.34,586.34,1325.0,2025/10/01
CMP01272,Instagram Ads,Instagram_Black_Friday_202,71066,1492.0,0.021,1.47,325.52,976.0,2025-09-14
CMP01273,Instagram,Instagram_Remarketing_706,51173,880.0,0.0172,1.48,1834.06,672.0,2025-09-23
CMP01274,Instagram,Instagram_Verão_181,91245,1514.0,0.0166,1.31,448.25,997.0,2025-11-30
CMP01275,Instagram,Instagram_Branding_286,168983,2281.0,0.0135,1.9,591.21,1755.0,2025-06-07
CMP01276,INSTAGRAM,Instagram_Black_Friday_721,196279,2512.0,0.0128,0.74,484.97,1635.0,2025-07-21
CMP01277,Instagram Ads,Instagram_Black_Friday_950,154681,3449.0,2.23%,1.36,540.38,2448.0,2025-06-17
CMP01278,Instagram,Instagram_Awareness_557,148738,2290.0,0.0154,1.17,894.15,1717.0,18/06/2025
CMP01279,INSTAGRAM,Instagram_Natal_687,211731,2731.0,1.29%,1.05,1748.13,,2025-10-23
CMP01280,Instagram Ads,Instagram_Performance_504,51087,653.0,0.0128,1.61,323.9,489.0,2025-11-13
CMP01281,INSTAGRAM,Instagram_Natal_204,161437,2889.0,0.0179,1.73,1836.65,2065.0,2025-10-21
CMP01282,instagram,Instagram_Remarketing_315,52872,861.0,0.0163,1.56,734.07,681.0,2025-08-22
CMP01283,Instagram,Instagram_Branding_968,279067,2986.0,0.0107,1.62,1823.68,1974.0,2025-08-07
CMP01284,INSTAGRAM,Instagram_Awareness_745,254909,5760.0,0.0226,1.97,456.1,4146.0,2025-07-11
CMP01285,Instagram Ads,Instagram_Performance_250,249501,2569.0,1.03%,1.25,1618.54,1938.0,2025-10-10
CMP01286,Instagram Ads,Instagram_Branding_366,172028,3165.0,0.0184,2.15,2059.22,2330.0,2025-06-19
CMP01287,Instagram,Instagram_Performance_111,133336,2240.0,0.0168,1.81,704.62,1830.0,2025-10-08
CMP01288,Instagram Ads,Instagram_Conversão_406,123938,1995.0,0.0161,0.84,1893.06,1582.0,2025-09-06
CMP01289,instagram,Instagram_Remarketing_574,273567,4513.0,0.0165,1.93,777.31,3060.0,2025-11-19
CMP01290,Instagram,Instagram_Conversão_909,214216,3962.0,0.0185,1.1,1398.24,2729.0,2025-07-01
CMP01291,Instagram,Instagram_Verão_840,105040,1228.0,0.0117,1.13,1992.84,942.0,2025-10-21
CMP01292,instagram,Instagram_Natal_955,212656,4061.0,0.0191,1.3,821.06,2670.0,2025-11-02
CMP01293,Instagram Ads,Instagram_Verão_204,46716,607.0,0.013,1.47,545.79,440.0,2025-07-10
CMP01294,Instagram,Instagram_Natal_647,205233,3099.0,1.51%,1.51,493.86,2279.0,2025-10-25
CMP01295,Instagram Ads,Instagram_Conversão_535,107772,1605.0,1.49%,0.93,2175.67,,2025-11-02
CMP01296,INSTAGRAM,Instagram_Remarketing_940,69608,1239.0,0.0178,1.84,1663.3,880.0,2025-11-01
CMP01297,Instagram Ads,Instagram_Conversão_510,274472,2470.0,0.009,0.98,734.82,1991.0,2025-08-22
CMP01298,Instagram,Instagram_Awareness_993,112985,2293.0,0.0203,1.44,761.26,1730.0,2025-09-18
CMP01299,Instagram Ads,Instagram_Remarketing_816,56562,910.0,0.0161,1.81,1998.32,735.0,2025-06-17
CMP01300,Instagram,Instagram_Conversão_553,277909,5530.0,0.0199,2.0,1150.36,4112.0,2025-06-25
CMP01301,Instagram Ads,Instagram_Black_Friday_815,203197,2397.0,0.0118,1.29,984.24,1666.0,2025-09-17
CMP01302,Instagram,Instagram_Verão_922,139919,2448.0,0.0175,1.73,1940.13,1727.0,2025-10-29
CMP01303,INSTAGRAM,Instagram_Awareness_459,55358,1201.0,0.0217,1.87,2189.63,830.0,2025-09-06
CMP01304,Instagram,Instagram_Branding_826,196239,3355.0,0.0171,1.86,1824.63,2298.0,2025-08-20
CMP01305,Instagram,Instagram_Natal_643,139348,2271.0,0.0163,0.77,1408.53,1727.0,2025-08-17
CMP01306,instagram,Instagram_Performance_520,218889,4815.0,2.20%,1.88,1694.09,3585.0,2025-09-20
CMP01307,Instagram,Instagram_Performance_901,121459,1663.0,0.0137,2.0,1205.56,1206.0,2025-10-16
CMP01308,instagram,Instagram_Remarketing_974,199543,1875.0,0.0094,0.9,1921.22,1336.0,2025-09-12
CMP01309,INSTAGRAM,Instagram_Branding_264,205838,2881.0,0.014,1.61,696.36,1898.0,2025-11-25
CMP01310,Instagram,Instagram_Verão_727,158469,2440.0,0.0154,2.02,1603.2,1782.0,2025-09-11
CMP01311,Instagram Ads,Instagram_Branding_161,64195,937.0,0.0146,2.16,1231.55,,2025-10-15
CMP01312,Instagram,Instagram_Verão_554,143830,2330.0,0.0162,1.44,1339.72,1592.0,2025-06-21
CMP01313,Instagram,Instagram_Conversão_268,228292,3447.0,0.0151,1.09,570.01,2716.0,2025-06-20
CMP01314,Instagram,Instagram_Performance_667,99762,1546.0,0.0155,1.74,1672.52,1232.0,2025-10-15
CMP01315,Instagram,Instagram_Natal_470,85830,1167.0,1.36%,0.89,1337.11,907.0,2025-10-07
CMP01316,Instagram,Instagram_Conversão_214,106706,1451.0,0.0136,1.25,1521.8,1026.0,2025-07-08
CMP01317,INSTAGRAM,Instagram_Conversão_561,180841,3291.0,0.0182,1.8,2155.44,2520.0,2025-11-06
CMP01318,Instagram Ads,Instagram_Branding_801,208169,3996.0,0.0192,0.95,580.96,2727.0,2025-10-21
CMP01319,Instagram,Instagram_Verão_831,55932,1174.0,0.021,0.8,1778.87,955.0,2025-06-11
CMP01320,Instagram,Instagram_Natal_112,228530,3930.0,0.0172,1.94,770.19,3151.0,2025-08-24
CMP01321,instagram,Instagram_Verão_276,58120,1144.0,0.0197,1.29,1174.63,799.0,2025-06-18
CMP01322,instagram,Instagram_Black_Friday_561,54021,1156.0,0.0214,1.02,1293.41,822.0,2025-06-17
CMP01323,instagram,Instagram_Natal_995,249833,4971.0,0.0199,1.18,1505.12,3335.0,2025-10-16
CMP01324,Instagram,Instagram_Verão_592,178331,2978.0,0.0167,0.93,1979.11,2285.0,2025-06-16
CMP01325,Instagram Ads,Instagram_Branding_827,76052,973.0,0.0128,1.05,1829.94,775.0,2025-11-01
CMP01326,Instagram,Instagram_Performance_130,195292,3066.0,0.0157,1.48,714.62,2405.0,2025-07-09
CMP01327,Instagram,Instagram_Remarketing_224,175549,3862.0,0.022,2.09,1637.8,2876.0,25/07/2025
CMP01328,Instagram Ads,Instagram_Performance_832,56523,,,1.28,1096.24,733.0,2025-06-08
CMP01329,Instagram,Instagram_Verão_765,137693,2037.0,0.0148,0.84,370.34,1574.0,2025-10-20
CMP01330,Instagram,Instagram_Natal_518,112447,1720.0,0.0153,1.83,1919.62,1305.0,20/07/2025
CMP01331,Instagram,Instagram_Verão_936,92050,1841.0,0.02,2.19,1141.24,1431.0,2025-07-17
CMP01332,instagram,Instagram_Branding_375,59538,,,2.05,339.85,602.0,2025-11-19
CMP01333,Instagram,Instagram_Awareness_927,118404,2604.0,0.022,1.76,1622.96,2087.0,2025-07-28
CMP01334,Instagram,Instagram_Branding_529,110481,2275.0,0.0206,1.4,1269.45,1484.0,2025-10-22
CMP01335,Instagram Ads,Instagram_Branding_671,203009,3065.0,0.0151,1.28,1145.27,2000.0,2025-07-30
CMP01336,instagram,Instagram_Remarketing_471,213123,3964.0,0.0186,1.87,391.66,2597.0,2025-10-30
CMP01337,instagram,Instagram_Remarketing_489,102061,1112.0,1.09%,2.11,508.77,,2025-08-31
CMP01338,Instagram,Instagram_Verão_220,275227,4843.0,0.0176,2.1,2084.45,3793.0,2025-09-01
CMP01339,Instagram Ads,Instagram_Remarketing_387,117803,1743.0,0.0148,0.98,395.53,1293.0,2025-11-13
CMP01340,Instagram,Instagram_Natal_838,82655,917.0,0.0111,2.11,901.82,687.0,2025-09-24
CMP01341,Instagram,Instagram_Awareness_965,116978,1707.0,0.0146,1.95,338.47,1235.0,08/10/2025
CMP01342,Instagram,Instagram_Branding_381,190607,1772.0,0.0093,1.8,373.57,1272.0,2025-11-28
CMP01343,Instagram,Instagram_Awareness_191,163208,3900.0,0.0239,1.45,2043.11,2940.0,2025-08-11
CMP01344,Instagram Ads,Instagram_Verão_106,108633,2150.0,0.0198,1.06,515.69,1550.0,2025-09-08
CMP01345,Instagram,Instagram_Conversão_422,55466,576.0,0.0104,1.56,2150.71,434.0,2025-09-27
CMP01346,Instagram,Instagram_Performance_172,254156,5566.0,2.19%,1.36,1850.59,3746.0,2025-06-12
CMP01347,Instagram Ads,Instagram_Verão_815,277515,5411.0,0.0195,2.18,418.92,3980.0,2025-08-19
CMP01348,Instagram,Instagram_Natal_583,195477,3381.0,0.0173,1.02,1922.05,2395.0,2025-10-31
CMP01349,Instagram,Instagram_Black_Friday_889,174917,4005.0,2.29%,2.17,644.26,2814.0,2025-10-16
CMP01350,Instagram,Instagram_Verão_548,187188,3556.0,0.019,1.3,1584.97,2352.0,2025-08-15
CMP01351,INSTAGRAM,Instagram_Branding_558,150277,2539.0,0.0169,1.31,782.37,1885.0,2025-06-10
CMP01352,instagram,Instagram_Natal_515,182066,3022.0,1.66%,1.52,2136.96,2127.0,2025-07-29
CMP01353,Instagram,Instagram_Branding_263,112535,2205.0,0.0196,1.29,1125.52,1559.0,2025-06-21
CMP01354,INSTAGRAM,Instagram_Awareness_782,127374,2865.0,0.0225,1.19,332.89,2168.0,2025-08-19
CMP01355,Instagram,Instagram_Verão_924,161293,3338.0,2.07%,2.11,434.77,2729.0,2025-06-05
CMP01356,Instagram,Instagram_Conversão_798,84090,,,1.31,1460.92,1253.0,2025-08-20
CMP01357,Instagram,Instagram_Remarketing_980,154750,3481.0,2.25%,1.88,2005.19,2474.0,2025-06-16
CMP01358,INSTAGRAM,Instagram_Natal_550,96255,2107.0,0.0219,2.1,2017.69,1493.0,2025-11-15
CMP01359,Instagram Ads,Instagram_Awareness_462,169056,1775.0,1.05%,1.36,622.96,1192.0,2025-10-31
CMP01360,Instagram Ads,Instagram_Black_Friday_411,236869,,,0.77,2166.01,3542.0,2025-11-21
CMP01361,Instagram Ads,Instagram_Natal_165,40787,538.0,0.0132,0.89,311.29,369.0,2025-06-12
CMP01362,Instagram,Instagram_Black_Friday_482,211426,2981.0,0.0141,1.62,1989.22,2424.0,31/08/2025
CMP01363,Instagram Ads,Instagram_Branding_944,146838,3450.0,0.0235,1.55,1376.34,2620.0,2025-09-10
CMP01364,Instagram,Instagram_Black_Friday_778,244025,4734.0,0.0194,1.06,1184.01,3292.0,2025-11-22
CMP01365,Instagram,Instagram_Verão_108,265938,3297.0,1.24%,0.7,1207.01,2354.0,2025-07-11
CMP01366,Instagram Ads,Instagram_Natal_288,139479,1910.0,0.0137,0.9,1012.77,1334.0,2025-09-26
CMP01367,Instagram Ads,Instagram_Awareness_758,97366,2025.0,0.0208,1.16,1919.22,1340.0,09/06/2025
CMP01368,Instagram,Instagram_Conversão_190,240358,5624.0,0.0234,1.53,1057.31,3897.0,04/06/2025
CMP01369,Instagram Ads,Instagram_Performance_431,274981,5279.0,0.0192,2.14,2050.88,3841.0,2025-10-23
CMP01370,INSTAGRAM,Instagram_Remarketing_916,151017,2068.0,0.0137,1.29,700.34,,2025-09-16
CMP01371,instagram,Instagram_Conversão_193,107065,1702.0,0.0159,1.4,298.1,1278.0,01/06/2025
CMP01372,Instagram,Instagram_Conversão_461,89557,1388.0,0.0155,2.14,443.0,1089.0,2025-11-17
CMP01373,instagram,Instagram_Black_Friday_648,41120,793.0,0.0193,1.55,1095.78,619.0,2025-10-07
CMP01374,Instagram Ads,Instagram_Awareness_825,236509,3784.0,0.016,2.16,576.58,2903.0,2025-09-06
CMP01375,Instagram,Instagram_Performance_276,251889,4911.0,0.0195,1.99,380.98,4009.0,2025/11/03
CMP01376,Instagram,Instagram_Remarketing_664,65159,1557.0,0.0239,0.91,1658.65,1138.0,2025-06-01
CMP01377,Instagram,Instagram_Black_Friday_848,75460,1426.0,0.0189,0.93,741.33,994.0,2025-10-03
CMP01378,INSTAGRAM,Instagram_Awareness_230,134346,2377.0,0.0177,1.77,1617.15,1817.0,2025-11-08
CMP01379,INSTAGRAM,Instagram_Conversão_349,97414,2123.0,0.0218,0.9,1105.87,1509.0,2025-07-03
CMP01380,Instagram,Instagram_Verão_832,149557,2093.0,0.014,0.77,744.26,1430.0,2025-11-22
CMP01381,Instagram,Instagram_Remarketing_712,276740,4925.0,0.0178,1.62,687.28,3844.0,2025-11-23
CMP01382,Instagram,Instagram_Conversão_904,118259,1738.0,0.0147,1.61,1928.17,,2025-10-14
CMP01383,Instagram,Instagram_Branding_598,202552,2997.0,0.0148,0.94,1356.6,,2025-07-22
CMP01384,instagram,Instagram_Black_Friday_817,149493,3229.0,0.0216,2.06,1147.98,2512.0,2025-06-11
CMP01385,Instagram,Instagram_Performance_541,55845,753.0,0.0135,1.13,1737.98,522.0,2025-11-15
CMP01386,Instagram,Instagram_Remarketing_966,188780,2888.0,0.0153,0.71,1512.09,2062.0,2025-09-25
CMP01387,INSTAGRAM,Instagram_Verão_372,78497,1004.0,0.0128,1.88,1547.66,809.0,2025-08-27
CMP01388,Instagram,Instagram_Branding_251,50299,855.0,0.017,1.44,2173.34,693.0,2025-11-06
CMP01389,Instagram,Instagram_Natal_571,189656,3641.0,1.92%,1.1,641.98,2576.0,2025-08-01
CMP01390,Instagram,Instagram_Conversão_180,98959,1256.0,0.0127,2.12,2101.26,823.0,24/11/2025
CMP01391,Instagram Ads,Instagram_Natal_611,228420,2969.0,0.013,2.0,1767.81,2126.0,2025-11-24
CMP01392,Instagram,Instagram_Black_Friday_547,110320,2184.0,0.0198,2.11,2036.56,1544.0,2025-07-22
CMP01393,Instagram,Instagram_Conversão_281,195883,4054.0,0.0207,1.27,1823.44,2932.0,2025-08-11
CMP01394,Instagram,Instagram_Branding_710,259878,6003.0,0.0231,2.08,847.38,3991.0,2025-08-27
CMP01395,Instagram,Instagram_Black_Friday_476,157095,1838.0,0.0117,1.98,717.08,1336.0,2025-08-10
CMP01396,Instagram,Instagram_Black_Friday_911,253290,3368.0,0.0133,2.2,2109.63,2561.0,2025-10-28
CMP01397,instagram,Instagram_Black_Friday_206,120988,1476.0,0.0122,1.91,1132.97,1062.0,2025-11-16
CMP01398,Instagram,Instagram_Verão_847,71976,1180.0,0.0164,1.5,944.72,800.0,2025-07-01
CMP01399,instagram,Instagram_Natal_373,135092,2863.0,2.12%,1.69,1691.29,1946.0,2025-10-08
